# IEA 15 MW
TSR,   Pitch ,  C_Fx  ,   C_Fy   ,  C_Fz   ,  C_Mx   ,  C_My  ,   C_Mz
(-),   (deg) ,  (-)  ,   (-)   ,  (-)   ,  (-)   ,  (-)  ,   (-)
8.7500,	21.500000,	-0.831465,	0.0000,	0.0000,	-0.0951,	0.0000,	0.0000
8.7500,	21.750000,	-0.851028,	0.0000,	0.0000,	-0.0974,	0.0000,	0.0000
8.7500,	22.000000,	-0.870409,	0.0000,	0.0000,	-0.0996,	0.0000,	0.0000
8.7500,	22.250000,	-0.889602,	0.0000,	0.0000,	-0.1018,	0.0000,	0.0000
8.7500,	22.500000,	-0.908558,	0.0000,	0.0000,	-0.1039,	0.0000,	0.0000
8.7500,	22.750000,	-0.927207,	0.0000,	0.0000,	-0.1061,	0.0000,	0.0000
8.7500,	23.000000,	-0.945544,	0.0000,	0.0000,	-0.1082,	0.0000,	0.0000
8.7500,	23.250000,	-0.963669,	0.0000,	0.0000,	-0.1102,	0.0000,	0.0000
8.7500,	23.500000,	-0.981575,	0.0000,	0.0000,	-0.1123,	0.0000,	0.0000
8.7500,	23.750000,	-0.999199,	0.0000,	0.0000,	-0.1143,	0.0000,	0.0000
8.7500,	24.000000,	-1.016533,	0.0000,	0.0000,	-0.1163,	0.0000,	0.0000
8.7500,	24.250000,	-1.033553,	0.0000,	0.0000,	-0.1182,	0.0000,	0.0000
8.7500,	24.500000,	-1.050369,	0.0000,	0.0000,	-0.1202,	0.0000,	0.0000
8.7500,	24.750000,	-1.066964,	0.0000,	0.0000,	-0.1221,	0.0000,	0.0000
9.0000,	-1.000000,	0.435068,	0.0000,	0.0000,	0.0484,	0.0000,	0.0000
9.0000,	-0.750000,	0.439840,	0.0000,	0.0000,	0.0489,	0.0000,	0.0000
9.0000,	-0.500000,	0.444449,	0.0000,	0.0000,	0.0494,	0.0000,	0.0000
9.0000,	-0.250000,	0.448817,	0.0000,	0.0000,	0.0499,	0.0000,	0.0000
9.0000,	0.000000,	0.452860,	0.0000,	0.0000,	0.0504,	0.0000,	0.0000
9.0000,	0.250000,	0.456483,	0.0000,	0.0000,	0.0508,	0.0000,	0.0000
9.0000,	0.500000,	0.459611,	0.0000,	0.0000,	0.0511,	0.0000,	0.0000
9.0000,	0.750000,	0.462196,	0.0000,	0.0000,	0.0514,	0.0000,	0.0000
9.0000,	1.000000,	0.464183,	0.0000,	0.0000,	0.0516,	0.0000,	0.0000
9.0000,	1.250000,	0.465519,	0.0000,	0.0000,	0.0518,	0.0000,	0.0000
9.0000,	1.500000,	0.466196,	0.0000,	0.0000,	0.0518,	0.0000,	0.0000
9.0000,	1.750000,	0.466229,	0.0000,	0.0000,	0.0519,	0.0000,	0.0000
9.0000,	2.000000,	0.465603,	0.0000,	0.0000,	0.0518,	0.0000,	0.0000
9.0000,	2.250000,	0.464252,	0.0000,	0.0000,	0.0516,	0.0000,	0.0000
9.0000,	2.500000,	0.462129,	0.0000,	0.0000,	0.0514,	0.0000,	0.0000
9.0000,	2.750000,	0.459256,	0.0000,	0.0000,	0.0511,	0.0000,	0.0000
9.0000,	3.000000,	0.455651,	0.0000,	0.0000,	0.0507,	0.0000,	0.0000
9.0000,	3.250000,	0.451318,	0.0000,	0.0000,	0.0502,	0.0000,	0.0000
9.0000,	3.500000,	0.446291,	0.0000,	0.0000,	0.0496,	0.0000,	0.0000
9.0000,	3.750000,	0.440598,	0.0000,	0.0000,	0.0490,	0.0000,	0.0000
9.0000,	4.000000,	0.434269,	0.0000,	0.0000,	0.0483,	0.0000,	0.0000
9.0000,	4.250000,	0.427323,	0.0000,	0.0000,	0.0475,	0.0000,	0.0000
9.0000,	4.500000,	0.419778,	0.0000,	0.0000,	0.0467,	0.0000,	0.0000
9.0000,	4.750000,	0.411648,	0.0000,	0.0000,	0.0458,	0.0000,	0.0000
9.0000,	5.000000,	0.402949,	0.0000,	0.0000,	0.0448,	0.0000,	0.0000
9.0000,	5.250000,	0.393694,	0.0000,	0.0000,	0.0438,	0.0000,	0.0000
9.0000,	5.500000,	0.383892,	0.0000,	0.0000,	0.0427,	0.0000,	0.0000
9.0000,	5.750000,	0.373555,	0.0000,	0.0000,	0.0415,	0.0000,	0.0000
9.0000,	6.000000,	0.362690,	0.0000,	0.0000,	0.0403,	0.0000,	0.0000
9.0000,	6.250000,	0.351308,	0.0000,	0.0000,	0.0391,	0.0000,	0.0000
9.0000,	6.500000,	0.339417,	0.0000,	0.0000,	0.0377,	0.0000,	0.0000
9.0000,	6.750000,	0.327025,	0.0000,	0.0000,	0.0364,	0.0000,	0.0000
9.0000,	7.000000,	0.314141,	0.0000,	0.0000,	0.0349,	0.0000,	0.0000
9.0000,	7.250000,	0.300770,	0.0000,	0.0000,	0.0335,	0.0000,	0.0000
9.0000,	7.500000,	0.286921,	0.0000,	0.0000,	0.0319,	0.0000,	0.0000
9.0000,	7.750000,	0.272599,	0.0000,	0.0000,	0.0303,	0.0000,	0.0000
9.0000,	8.000000,	0.257812,	0.0000,	0.0000,	0.0287,	0.0000,	0.0000
9.0000,	8.250000,	0.242565,	0.0000,	0.0000,	0.0270,	0.0000,	0.0000
9.0000,	8.500000,	0.226866,	0.0000,	0.0000,	0.0252,	0.0000,	0.0000
9.0000,	8.750000,	0.210722,	0.0000,	0.0000,	0.0234,	0.0000,	0.0000
9.0000,	9.000000,	0.194138,	0.0000,	0.0000,	0.0216,	0.0000,	0.0000
9.0000,	9.250000,	0.177124,	0.0000,	0.0000,	0.0197,	0.0000,	0.0000
9.0000,	9.500000,	0.159686,	0.0000,	0.0000,	0.0178,	0.0000,	0.0000
9.0000,	9.750000,	0.141832,	0.0000,	0.0000,	0.0158,	0.0000,	0.0000
9.0000,	10.000000,	0.123572,	0.0000,	0.0000,	0.0137,	0.0000,	0.0000
9.0000,	10.250000,	0.104913,	0.0000,	0.0000,	0.0117,	0.0000,	0.0000
9.0000,	10.500000,	0.085867,	0.0000,	0.0000,	0.0095,	0.0000,	0.0000
9.0000,	10.750000,	0.066444,	0.0000,	0.0000,	0.0074,	0.0000,	0.0000
9.0000,	11.000000,	0.046654,	0.0000,	0.0000,	0.0052,	0.0000,	0.0000
9.0000,	11.250000,	0.026509,	0.0000,	0.0000,	0.0029,	0.0000,	0.0000
9.0000,	11.500000,	0.006021,	0.0000,	0.0000,	0.0007,	0.0000,	0.0000
9.0000,	11.750000,	-0.014797,	0.0000,	0.0000,	-0.0016,	0.0000,	0.0000
9.0000,	12.000000,	-0.035934,	0.0000,	0.0000,	-0.0040,	0.0000,	0.0000
9.0000,	12.250000,	-0.057374,	0.0000,	0.0000,	-0.0064,	0.0000,	0.0000
9.0000,	12.500000,	-0.079105,	0.0000,	0.0000,	-0.0088,	0.0000,	0.0000
9.0000,	12.750000,	-0.101112,	0.0000,	0.0000,	-0.0112,	0.0000,	0.0000
9.0000,	13.000000,	-0.123381,	0.0000,	0.0000,	-0.0137,	0.0000,	0.0000
9.0000,	13.250000,	-0.145895,	0.0000,	0.0000,	-0.0162,	0.0000,	0.0000
9.0000,	13.500000,	-0.168638,	0.0000,	0.0000,	-0.0188,	0.0000,	0.0000
9.0000,	13.750000,	-0.191595,	0.0000,	0.0000,	-0.0213,	0.0000,	0.0000
9.0000,	14.000000,	-0.214747,	0.0000,	0.0000,	-0.0239,	0.0000,	0.0000
9.0000,	14.250000,	-0.238078,	0.0000,	0.0000,	-0.0265,	0.0000,	0.0000
9.0000,	14.500000,	-0.261568,	0.0000,	0.0000,	-0.0291,	0.0000,	0.0000
9.0000,	14.750000,	-0.285198,	0.0000,	0.0000,	-0.0317,	0.0000,	0.0000
9.0000,	15.000000,	-0.308948,	0.0000,	0.0000,	-0.0344,	0.0000,	0.0000
9.0000,	15.250000,	-0.332798,	0.0000,	0.0000,	-0.0370,	0.0000,	0.0000
9.0000,	15.500000,	-0.356728,	0.0000,	0.0000,	-0.0397,	0.0000,	0.0000
9.0000,	15.750000,	-0.380716,	0.0000,	0.0000,	-0.0423,	0.0000,	0.0000
9.0000,	16.000000,	-0.404743,	0.0000,	0.0000,	-0.0450,	0.0000,	0.0000
9.0000,	16.250000,	-0.428788,	0.0000,	0.0000,	-0.0477,	0.0000,	0.0000
9.0000,	16.500000,	-0.452832,	0.0000,	0.0000,	-0.0504,	0.0000,	0.0000
9.0000,	16.750000,	-0.476855,	0.0000,	0.0000,	-0.0530,	0.0000,	0.0000
9.0000,	17.000000,	-0.500834,	0.0000,	0.0000,	-0.0557,	0.0000,	0.0000
9.0000,	17.250000,	-0.524746,	0.0000,	0.0000,	-0.0584,	0.0000,	0.0000
9.0000,	17.500000,	-0.548551,	0.0000,	0.0000,	-0.0610,	0.0000,	0.0000
9.0000,	17.750000,	-0.572149,	0.0000,	0.0000,	-0.0636,	0.0000,	0.0000
9.0000,	18.000000,	-0.595689,	0.0000,	0.0000,	-0.0663,	0.0000,	0.0000
9.0000,	18.250000,	-0.619156,	0.0000,	0.0000,	-0.0689,	0.0000,	0.0000
9.0000,	18.500000,	-0.642447,	0.0000,	0.0000,	-0.0715,	0.0000,	0.0000
9.0000,	18.750000,	-0.665594,	0.0000,	0.0000,	-0.0740,	0.0000,	0.0000
9.0000,	19.000000,	-0.688643,	0.0000,	0.0000,	-0.0766,	0.0000,	0.0000
9.0000,	19.250000,	-0.711561,	0.0000,	0.0000,	-0.0791,	0.0000,	0.0000
9.0000,	19.500000,	-0.734289,	0.0000,	0.0000,	-0.0817,	0.0000,	0.0000
9.0000,	19.750000,	-0.756686,	0.0000,	0.0000,	-0.0842,	0.0000,	0.0000
9.0000,	20.000000,	-0.778924,	0.0000,	0.0000,	-0.0866,	0.0000,	0.0000
9.0000,	20.250000,	-0.801015,	0.0000,	0.0000,	-0.0891,	0.0000,	0.0000
9.0000,	20.500000,	-0.822920,	0.0000,	0.0000,	-0.0915,	0.0000,	0.0000
9.0000,	20.750000,	-0.844506,	0.0000,	0.0000,	-0.0939,	0.0000,	0.0000
9.0000,	21.000000,	-0.865875,	0.0000,	0.0000,	-0.0963,	0.0000,	0.0000
9.0000,	21.250000,	-0.887103,	0.0000,	0.0000,	-0.0987,	0.0000,	0.0000
9.0000,	21.500000,	-0.908145,	0.0000,	0.0000,	-0.1010,	0.0000,	0.0000
9.0000,	21.750000,	-0.928953,	0.0000,	0.0000,	-0.1033,	0.0000,	0.0000
9.0000,	22.000000,	-0.949442,	0.0000,	0.0000,	-0.1056,	0.0000,	0.0000
9.0000,	22.250000,	-0.969607,	0.0000,	0.0000,	-0.1078,	0.0000,	0.0000
9.0000,	22.500000,	-0.989601,	0.0000,	0.0000,	-0.1101,	0.0000,	0.0000
9.0000,	22.750000,	-1.009364,	0.0000,	0.0000,	-0.1123,	0.0000,	0.0000
9.0000,	23.000000,	-1.028825,	0.0000,	0.0000,	-0.1144,	0.0000,	0.0000
9.0000,	23.250000,	-1.047972,	0.0000,	0.0000,	-0.1166,	0.0000,	0.0000
9.0000,	23.500000,	-1.066815,	0.0000,	0.0000,	-0.1186,	0.0000,	0.0000
9.0000,	23.750000,	-1.085464,	0.0000,	0.0000,	-0.1207,	0.0000,	0.0000
9.0000,	24.000000,	-1.103865,	0.0000,	0.0000,	-0.1228,	0.0000,	0.0000
9.0000,	24.250000,	-1.122001,	0.0000,	0.0000,	-0.1248,	0.0000,	0.0000
9.0000,	24.500000,	-1.139845,	0.0000,	0.0000,	-0.1268,	0.0000,	0.0000
9.0000,	24.750000,	-1.157353,	0.0000,	0.0000,	-0.1287,	0.0000,	0.0000
9.2500,	-1.000000,	0.426947,	0.0000,	0.0000,	0.0462,	0.0000,	0.0000
9.2500,	-0.750000,	0.432032,	0.0000,	0.0000,	0.0468,	0.0000,	0.0000
9.2500,	-0.500000,	0.437007,	0.0000,	0.0000,	0.0473,	0.0000,	0.0000
9.2500,	-0.250000,	0.441813,	0.0000,	0.0000,	0.0478,	0.0000,	0.0000
9.2500,	0.000000,	0.446367,	0.0000,	0.0000,	0.0483,	0.0000,	0.0000
9.2500,	0.250000,	0.450587,	0.0000,	0.0000,	0.0488,	0.0000,	0.0000
9.2500,	0.500000,	0.454364,	0.0000,	0.0000,	0.0492,	0.0000,	0.0000
9.2500,	0.750000,	0.457602,	0.0000,	0.0000,	0.0495,	0.0000,	0.0000
9.2500,	1.000000,	0.460252,	0.0000,	0.0000,	0.0498,	0.0000,	0.0000
9.2500,	1.250000,	0.462258,	0.0000,	0.0000,	0.0500,	0.0000,	0.0000
9.2500,	1.500000,	0.463552,	0.0000,	0.0000,	0.0502,	0.0000,	0.0000
9.2500,	1.750000,	0.464117,	0.0000,	0.0000,	0.0502,	0.0000,	0.0000
9.2500,	2.000000,	0.463964,	0.0000,	0.0000,	0.0502,	0.0000,	0.0000
9.2500,	2.250000,	0.463076,	0.0000,	0.0000,	0.0501,	0.0000,	0.0000
9.2500,	2.500000,	0.461396,	0.0000,	0.0000,	0.0499,	0.0000,	0.0000
9.2500,	2.750000,	0.458878,	0.0000,	0.0000,	0.0497,	0.0000,	0.0000
9.2500,	3.000000,	0.455543,	0.0000,	0.0000,	0.0493,	0.0000,	0.0000
9.2500,	3.250000,	0.451410,	0.0000,	0.0000,	0.0488,	0.0000,	0.0000
9.2500,	3.500000,	0.446488,	0.0000,	0.0000,	0.0483,	0.0000,	0.0000
9.2500,	3.750000,	0.440814,	0.0000,	0.0000,	0.0477,	0.0000,	0.0000
9.2500,	4.000000,	0.434420,	0.0000,	0.0000,	0.0470,	0.0000,	0.0000
9.2500,	4.250000,	0.427338,	0.0000,	0.0000,	0.0462,	0.0000,	0.0000
9.2500,	4.500000,	0.419587,	0.0000,	0.0000,	0.0454,	0.0000,	0.0000
9.2500,	4.750000,	0.411187,	0.0000,	0.0000,	0.0445,	0.0000,	0.0000
9.2500,	5.000000,	0.402152,	0.0000,	0.0000,	0.0435,	0.0000,	0.0000
9.2500,	5.250000,	0.392501,	0.0000,	0.0000,	0.0425,	0.0000,	0.0000
9.2500,	5.500000,	0.382246,	0.0000,	0.0000,	0.0414,	0.0000,	0.0000
9.2500,	5.750000,	0.371398,	0.0000,	0.0000,	0.0402,	0.0000,	0.0000
9.2500,	6.000000,	0.359968,	0.0000,	0.0000,	0.0390,	0.0000,	0.0000
9.2500,	6.250000,	0.347968,	0.0000,	0.0000,	0.0377,	0.0000,	0.0000
9.2500,	6.500000,	0.335408,	0.0000,	0.0000,	0.0363,	0.0000,	0.0000
9.2500,	6.750000,	0.322298,	0.0000,	0.0000,	0.0349,	0.0000,	0.0000
9.2500,	7.000000,	0.308647,	0.0000,	0.0000,	0.0334,	0.0000,	0.0000
9.2500,	7.250000,	0.294465,	0.0000,	0.0000,	0.0319,	0.0000,	0.0000
9.2500,	7.500000,	0.279759,	0.0000,	0.0000,	0.0303,	0.0000,	0.0000
9.2500,	7.750000,	0.264539,	0.0000,	0.0000,	0.0286,	0.0000,	0.0000
9.2500,	8.000000,	0.248811,	0.0000,	0.0000,	0.0269,	0.0000,	0.0000
9.2500,	8.250000,	0.232586,	0.0000,	0.0000,	0.0252,	0.0000,	0.0000
9.2500,	8.500000,	0.215869,	0.0000,	0.0000,	0.0234,	0.0000,	0.0000
9.2500,	8.750000,	0.198669,	0.0000,	0.0000,	0.0215,	0.0000,	0.0000
9.2500,	9.000000,	0.180996,	0.0000,	0.0000,	0.0196,	0.0000,	0.0000
9.2500,	9.250000,	0.162857,	0.0000,	0.0000,	0.0176,	0.0000,	0.0000
9.2500,	9.500000,	0.144262,	0.0000,	0.0000,	0.0156,	0.0000,	0.0000
9.2500,	9.750000,	0.125220,	0.0000,	0.0000,	0.0135,	0.0000,	0.0000
9.2500,	10.000000,	0.105742,	0.0000,	0.0000,	0.0114,	0.0000,	0.0000
9.2500,	10.250000,	0.085839,	0.0000,	0.0000,	0.0093,	0.0000,	0.0000
9.2500,	10.500000,	0.065521,	0.0000,	0.0000,	0.0071,	0.0000,	0.0000
9.2500,	10.750000,	0.044801,	0.0000,	0.0000,	0.0048,	0.0000,	0.0000
9.2500,	11.000000,	0.023690,	0.0000,	0.0000,	0.0026,	0.0000,	0.0000
9.2500,	11.250000,	0.002202,	0.0000,	0.0000,	0.0002,	0.0000,	0.0000
9.2500,	11.500000,	-0.019650,	0.0000,	0.0000,	-0.0021,	0.0000,	0.0000
9.2500,	11.750000,	-0.041853,	0.0000,	0.0000,	-0.0045,	0.0000,	0.0000
9.2500,	12.000000,	-0.064391,	0.0000,	0.0000,	-0.0070,	0.0000,	0.0000
9.2500,	12.250000,	-0.087251,	0.0000,	0.0000,	-0.0094,	0.0000,	0.0000
9.2500,	12.500000,	-0.110417,	0.0000,	0.0000,	-0.0119,	0.0000,	0.0000
9.2500,	12.750000,	-0.133873,	0.0000,	0.0000,	-0.0145,	0.0000,	0.0000
9.2500,	13.000000,	-0.157602,	0.0000,	0.0000,	-0.0171,	0.0000,	0.0000
9.2500,	13.250000,	-0.181587,	0.0000,	0.0000,	-0.0197,	0.0000,	0.0000
9.2500,	13.500000,	-0.205811,	0.0000,	0.0000,	-0.0223,	0.0000,	0.0000
9.2500,	13.750000,	-0.230254,	0.0000,	0.0000,	-0.0249,	0.0000,	0.0000
9.2500,	14.000000,	-0.254898,	0.0000,	0.0000,	-0.0276,	0.0000,	0.0000
9.2500,	14.250000,	-0.279723,	0.0000,	0.0000,	-0.0303,	0.0000,	0.0000
9.2500,	14.500000,	-0.304708,	0.0000,	0.0000,	-0.0330,	0.0000,	0.0000
9.2500,	14.750000,	-0.329832,	0.0000,	0.0000,	-0.0357,	0.0000,	0.0000
9.2500,	15.000000,	-0.355073,	0.0000,	0.0000,	-0.0384,	0.0000,	0.0000
9.2500,	15.250000,	-0.380409,	0.0000,	0.0000,	-0.0412,	0.0000,	0.0000
9.2500,	15.500000,	-0.405816,	0.0000,	0.0000,	-0.0439,	0.0000,	0.0000
9.2500,	15.750000,	-0.431274,	0.0000,	0.0000,	-0.0467,	0.0000,	0.0000
9.2500,	16.000000,	-0.456758,	0.0000,	0.0000,	-0.0494,	0.0000,	0.0000
9.2500,	16.250000,	-0.482246,	0.0000,	0.0000,	-0.0522,	0.0000,	0.0000
9.2500,	16.500000,	-0.507711,	0.0000,	0.0000,	-0.0549,	0.0000,	0.0000
9.2500,	16.750000,	-0.533116,	0.0000,	0.0000,	-0.0577,	0.0000,	0.0000
9.2500,	17.000000,	-0.558352,	0.0000,	0.0000,	-0.0604,	0.0000,	0.0000
9.2500,	17.250000,	-0.583498,	0.0000,	0.0000,	-0.0631,	0.0000,	0.0000
9.2500,	17.500000,	-0.608636,	0.0000,	0.0000,	-0.0659,	0.0000,	0.0000
9.2500,	17.750000,	-0.633622,	0.0000,	0.0000,	-0.0686,	0.0000,	0.0000
9.2500,	18.000000,	-0.658497,	0.0000,	0.0000,	-0.0713,	0.0000,	0.0000
9.2500,	18.250000,	-0.683275,	0.0000,	0.0000,	-0.0739,	0.0000,	0.0000
9.2500,	18.500000,	-0.707964,	0.0000,	0.0000,	-0.0766,	0.0000,	0.0000
9.2500,	18.750000,	-0.732489,	0.0000,	0.0000,	-0.0793,	0.0000,	0.0000
9.2500,	19.000000,	-0.756685,	0.0000,	0.0000,	-0.0819,	0.0000,	0.0000
9.2500,	19.250000,	-0.780734,	0.0000,	0.0000,	-0.0845,	0.0000,	0.0000
9.2500,	19.500000,	-0.804662,	0.0000,	0.0000,	-0.0871,	0.0000,	0.0000
9.2500,	19.750000,	-0.828426,	0.0000,	0.0000,	-0.0896,	0.0000,	0.0000
9.2500,	20.000000,	-0.851863,	0.0000,	0.0000,	-0.0922,	0.0000,	0.0000
9.2500,	20.250000,	-0.875105,	0.0000,	0.0000,	-0.0947,	0.0000,	0.0000
9.2500,	20.500000,	-0.898241,	0.0000,	0.0000,	-0.0972,	0.0000,	0.0000
9.2500,	20.750000,	-0.921203,	0.0000,	0.0000,	-0.0997,	0.0000,	0.0000
9.2500,	21.000000,	-0.943940,	0.0000,	0.0000,	-0.1021,	0.0000,	0.0000
9.2500,	21.250000,	-0.966360,	0.0000,	0.0000,	-0.1046,	0.0000,	0.0000
9.2500,	21.500000,	-0.988443,	0.0000,	0.0000,	-0.1070,	0.0000,	0.0000
9.2500,	21.750000,	-1.010394,	0.0000,	0.0000,	-0.1093,	0.0000,	0.0000
9.2500,	22.000000,	-1.032113,	0.0000,	0.0000,	-0.1117,	0.0000,	0.0000
9.2500,	22.250000,	-1.053523,	0.0000,	0.0000,	-0.1140,	0.0000,	0.0000
9.2500,	22.500000,	-1.074585,	0.0000,	0.0000,	-0.1163,	0.0000,	0.0000
9.2500,	22.750000,	-1.095393,	0.0000,	0.0000,	-0.1185,	0.0000,	0.0000
9.2500,	23.000000,	-1.115996,	0.0000,	0.0000,	-0.1208,	0.0000,	0.0000
9.2500,	23.250000,	-1.136337,	0.0000,	0.0000,	-0.1230,	0.0000,	0.0000
9.2500,	23.500000,	-1.156397,	0.0000,	0.0000,	-0.1251,	0.0000,	0.0000
9.2500,	23.750000,	-1.176145,	0.0000,	0.0000,	-0.1273,	0.0000,	0.0000
9.2500,	24.000000,	-1.195520,	0.0000,	0.0000,	-0.1294,	0.0000,	0.0000
9.2500,	24.250000,	-1.214632,	0.0000,	0.0000,	-0.1314,	0.0000,	0.0000
9.2500,	24.500000,	-1.233515,	0.0000,	0.0000,	-0.1335,	0.0000,	0.0000
9.2500,	24.750000,	-1.252135,	0.0000,	0.0000,	-0.1355,	0.0000,	0.0000
9.5000,	-1.000000,	0.418406,	0.0000,	0.0000,	0.0441,	0.0000,	0.0000
9.5000,	-0.750000,	0.423784,	0.0000,	0.0000,	0.0447,	0.0000,	0.0000
9.5000,	-0.500000,	0.429068,	0.0000,	0.0000,	0.0452,	0.0000,	0.0000
9.5000,	-0.250000,	0.434222,	0.0000,	0.0000,	0.0458,	0.0000,	0.0000
9.5000,	0.000000,	0.439183,	0.0000,	0.0000,	0.0463,	0.0000,	0.0000
9.5000,	0.250000,	0.443885,	0.0000,	0.0000,	0.0468,	0.0000,	0.0000
9.5000,	0.500000,	0.448240,	0.0000,	0.0000,	0.0472,	0.0000,	0.0000
9.5000,	0.750000,	0.452126,	0.0000,	0.0000,	0.0476,	0.0000,	0.0000
9.5000,	1.000000,	0.455422,	0.0000,	0.0000,	0.0480,	0.0000,	0.0000
9.5000,	1.250000,	0.458072,	0.0000,	0.0000,	0.0483,	0.0000,	0.0000
9.5000,	1.500000,	0.460025,	0.0000,	0.0000,	0.0485,	0.0000,	0.0000
9.5000,	1.750000,	0.461201,	0.0000,	0.0000,	0.0486,	0.0000,	0.0000
9.5000,	2.000000,	0.461569,	0.0000,	0.0000,	0.0486,	0.0000,	0.0000
9.5000,	2.250000,	0.461130,	0.0000,	0.0000,	0.0486,	0.0000,	0.0000
9.5000,	2.500000,	0.459879,	0.0000,	0.0000,	0.0485,	0.0000,	0.0000
9.5000,	2.750000,	0.457761,	0.0000,	0.0000,	0.0482,	0.0000,	0.0000
9.5000,	3.000000,	0.454732,	0.0000,	0.0000,	0.0479,	0.0000,	0.0000
9.5000,	3.250000,	0.450818,	0.0000,	0.0000,	0.0475,	0.0000,	0.0000
9.5000,	3.500000,	0.446038,	0.0000,	0.0000,	0.0470,	0.0000,	0.0000
9.5000,	3.750000,	0.440406,	0.0000,	0.0000,	0.0464,	0.0000,	0.0000
9.5000,	4.000000,	0.433966,	0.0000,	0.0000,	0.0457,	0.0000,	0.0000
9.5000,	4.250000,	0.426753,	0.0000,	0.0000,	0.0450,	0.0000,	0.0000
9.5000,	4.500000,	0.418797,	0.0000,	0.0000,	0.0441,	0.0000,	0.0000
9.5000,	4.750000,	0.410119,	0.0000,	0.0000,	0.0432,	0.0000,	0.0000
9.5000,	5.000000,	0.400739,	0.0000,	0.0000,	0.0422,	0.0000,	0.0000
9.5000,	5.250000,	0.390677,	0.0000,	0.0000,	0.0412,	0.0000,	0.0000
9.5000,	5.500000,	0.379949,	0.0000,	0.0000,	0.0400,	0.0000,	0.0000
9.5000,	5.750000,	0.368569,	0.0000,	0.0000,	0.0388,	0.0000,	0.0000
9.5000,	6.000000,	0.356549,	0.0000,	0.0000,	0.0376,	0.0000,	0.0000
9.5000,	6.250000,	0.343903,	0.0000,	0.0000,	0.0362,	0.0000,	0.0000
9.5000,	6.500000,	0.330644,	0.0000,	0.0000,	0.0348,	0.0000,	0.0000
9.5000,	6.750000,	0.316785,	0.0000,	0.0000,	0.0334,	0.0000,	0.0000
9.5000,	7.000000,	0.302336,	0.0000,	0.0000,	0.0319,	0.0000,	0.0000
9.5000,	7.250000,	0.287309,	0.0000,	0.0000,	0.0303,	0.0000,	0.0000
9.5000,	7.500000,	0.271712,	0.0000,	0.0000,	0.0286,	0.0000,	0.0000
9.5000,	7.750000,	0.255557,	0.0000,	0.0000,	0.0269,	0.0000,	0.0000
9.5000,	8.000000,	0.238852,	0.0000,	0.0000,	0.0252,	0.0000,	0.0000
9.5000,	8.250000,	0.221607,	0.0000,	0.0000,	0.0233,	0.0000,	0.0000
9.5000,	8.500000,	0.203832,	0.0000,	0.0000,	0.0215,	0.0000,	0.0000
9.5000,	8.750000,	0.185536,	0.0000,	0.0000,	0.0195,	0.0000,	0.0000
9.5000,	9.000000,	0.166730,	0.0000,	0.0000,	0.0176,	0.0000,	0.0000
9.5000,	9.250000,	0.147423,	0.0000,	0.0000,	0.0155,	0.0000,	0.0000
9.5000,	9.500000,	0.127627,	0.0000,	0.0000,	0.0134,	0.0000,	0.0000
9.5000,	9.750000,	0.107353,	0.0000,	0.0000,	0.0113,	0.0000,	0.0000
9.5000,	10.000000,	0.086611,	0.0000,	0.0000,	0.0091,	0.0000,	0.0000
9.5000,	10.250000,	0.065415,	0.0000,	0.0000,	0.0069,	0.0000,	0.0000
9.5000,	10.500000,	0.043777,	0.0000,	0.0000,	0.0046,	0.0000,	0.0000
9.5000,	10.750000,	0.021710,	0.0000,	0.0000,	0.0023,	0.0000,	0.0000
9.5000,	11.000000,	-0.000772,	0.0000,	0.0000,	-0.0001,	0.0000,	0.0000
9.5000,	11.250000,	-0.023655,	0.0000,	0.0000,	-0.0025,	0.0000,	0.0000
9.5000,	11.500000,	-0.046924,	0.0000,	0.0000,	-0.0049,	0.0000,	0.0000
9.5000,	11.750000,	-0.070564,	0.0000,	0.0000,	-0.0074,	0.0000,	0.0000
9.5000,	12.000000,	-0.094559,	0.0000,	0.0000,	-0.0100,	0.0000,	0.0000
9.5000,	12.250000,	-0.118893,	0.0000,	0.0000,	-0.0125,	0.0000,	0.0000
9.5000,	12.500000,	-0.143549,	0.0000,	0.0000,	-0.0151,	0.0000,	0.0000
9.5000,	12.750000,	-0.168508,	0.0000,	0.0000,	-0.0178,	0.0000,	0.0000
9.5000,	13.000000,	-0.193753,	0.0000,	0.0000,	-0.0204,	0.0000,	0.0000
9.5000,	13.250000,	-0.219264,	0.0000,	0.0000,	-0.0231,	0.0000,	0.0000
9.5000,	13.500000,	-0.245022,	0.0000,	0.0000,	-0.0258,	0.0000,	0.0000
9.5000,	13.750000,	-0.271006,	0.0000,	0.0000,	-0.0286,	0.0000,	0.0000
9.5000,	14.000000,	-0.297195,	0.0000,	0.0000,	-0.0313,	0.0000,	0.0000
9.5000,	14.250000,	-0.323567,	0.0000,	0.0000,	-0.0341,	0.0000,	0.0000
9.5000,	14.500000,	-0.350099,	0.0000,	0.0000,	-0.0369,	0.0000,	0.0000
9.5000,	14.750000,	-0.376767,	0.0000,	0.0000,	-0.0397,	0.0000,	0.0000
9.5000,	15.000000,	-0.403546,	0.0000,	0.0000,	-0.0425,	0.0000,	0.0000
9.5000,	15.250000,	-0.430412,	0.0000,	0.0000,	-0.0454,	0.0000,	0.0000
9.5000,	15.500000,	-0.457340,	0.0000,	0.0000,	-0.0482,	0.0000,	0.0000
