# IEA 15 MW
TSR,   Pitch ,  C_Fx  ,   C_Fy   ,  C_Fz   ,  C_Mx   ,  C_My  ,   C_Mz
(-),   (deg) ,  (-)  ,   (-)   ,  (-)   ,  (-)   ,  (-)  ,   (-)
5.2500,	24.000000,	-0.161107,	0.0000,	0.0000,	-0.0307,	0.0000,	0.0000
5.2500,	24.250000,	-0.168589,	0.0000,	0.0000,	-0.0321,	0.0000,	0.0000
5.2500,	24.500000,	-0.176006,	0.0000,	0.0000,	-0.0336,	0.0000,	0.0000
5.2500,	24.750000,	-0.183356,	0.0000,	0.0000,	-0.0350,	0.0000,	0.0000
5.5000,	-1.000000,	0.393700,	0.0000,	0.0000,	0.0717,	0.0000,	0.0000
5.5000,	-0.750000,	0.393853,	0.0000,	0.0000,	0.0717,	0.0000,	0.0000
5.5000,	-0.500000,	0.393787,	0.0000,	0.0000,	0.0717,	0.0000,	0.0000
5.5000,	-0.250000,	0.393507,	0.0000,	0.0000,	0.0716,	0.0000,	0.0000
5.5000,	0.000000,	0.393019,	0.0000,	0.0000,	0.0715,	0.0000,	0.0000
5.5000,	0.250000,	0.392328,	0.0000,	0.0000,	0.0714,	0.0000,	0.0000
5.5000,	0.500000,	0.391438,	0.0000,	0.0000,	0.0712,	0.0000,	0.0000
5.5000,	0.750000,	0.390353,	0.0000,	0.0000,	0.0710,	0.0000,	0.0000
5.5000,	1.000000,	0.389079,	0.0000,	0.0000,	0.0708,	0.0000,	0.0000
5.5000,	1.250000,	0.387619,	0.0000,	0.0000,	0.0705,	0.0000,	0.0000
5.5000,	1.500000,	0.385978,	0.0000,	0.0000,	0.0702,	0.0000,	0.0000
5.5000,	1.750000,	0.384161,	0.0000,	0.0000,	0.0699,	0.0000,	0.0000
5.5000,	2.000000,	0.382173,	0.0000,	0.0000,	0.0696,	0.0000,	0.0000
5.5000,	2.250000,	0.380017,	0.0000,	0.0000,	0.0692,	0.0000,	0.0000
5.5000,	2.500000,	0.377698,	0.0000,	0.0000,	0.0687,	0.0000,	0.0000
5.5000,	2.750000,	0.375218,	0.0000,	0.0000,	0.0683,	0.0000,	0.0000
5.5000,	3.000000,	0.372583,	0.0000,	0.0000,	0.0678,	0.0000,	0.0000
5.5000,	3.250000,	0.369795,	0.0000,	0.0000,	0.0673,	0.0000,	0.0000
5.5000,	3.500000,	0.366860,	0.0000,	0.0000,	0.0668,	0.0000,	0.0000
5.5000,	3.750000,	0.363779,	0.0000,	0.0000,	0.0662,	0.0000,	0.0000
5.5000,	4.000000,	0.360556,	0.0000,	0.0000,	0.0656,	0.0000,	0.0000
5.5000,	4.250000,	0.357196,	0.0000,	0.0000,	0.0650,	0.0000,	0.0000
5.5000,	4.500000,	0.353701,	0.0000,	0.0000,	0.0644,	0.0000,	0.0000
5.5000,	4.750000,	0.350076,	0.0000,	0.0000,	0.0637,	0.0000,	0.0000
5.5000,	5.000000,	0.346322,	0.0000,	0.0000,	0.0630,	0.0000,	0.0000
5.5000,	5.250000,	0.342443,	0.0000,	0.0000,	0.0623,	0.0000,	0.0000
5.5000,	5.500000,	0.338442,	0.0000,	0.0000,	0.0616,	0.0000,	0.0000
5.5000,	5.750000,	0.334321,	0.0000,	0.0000,	0.0608,	0.0000,	0.0000
5.5000,	6.000000,	0.330082,	0.0000,	0.0000,	0.0601,	0.0000,	0.0000
5.5000,	6.250000,	0.325727,	0.0000,	0.0000,	0.0593,	0.0000,	0.0000
5.5000,	6.500000,	0.321257,	0.0000,	0.0000,	0.0585,	0.0000,	0.0000
5.5000,	6.750000,	0.316672,	0.0000,	0.0000,	0.0576,	0.0000,	0.0000
5.5000,	7.000000,	0.311974,	0.0000,	0.0000,	0.0568,	0.0000,	0.0000
5.5000,	7.250000,	0.307162,	0.0000,	0.0000,	0.0559,	0.0000,	0.0000
5.5000,	7.500000,	0.302238,	0.0000,	0.0000,	0.0550,	0.0000,	0.0000
5.5000,	7.750000,	0.297201,	0.0000,	0.0000,	0.0541,	0.0000,	0.0000
5.5000,	8.000000,	0.292052,	0.0000,	0.0000,	0.0532,	0.0000,	0.0000
5.5000,	8.250000,	0.286792,	0.0000,	0.0000,	0.0522,	0.0000,	0.0000
5.5000,	8.500000,	0.281422,	0.0000,	0.0000,	0.0512,	0.0000,	0.0000
5.5000,	8.750000,	0.275942,	0.0000,	0.0000,	0.0502,	0.0000,	0.0000
5.5000,	9.000000,	0.270353,	0.0000,	0.0000,	0.0492,	0.0000,	0.0000
5.5000,	9.250000,	0.264655,	0.0000,	0.0000,	0.0482,	0.0000,	0.0000
5.5000,	9.500000,	0.258850,	0.0000,	0.0000,	0.0471,	0.0000,	0.0000
5.5000,	9.750000,	0.252938,	0.0000,	0.0000,	0.0460,	0.0000,	0.0000
5.5000,	10.000000,	0.246919,	0.0000,	0.0000,	0.0449,	0.0000,	0.0000
5.5000,	10.250000,	0.240795,	0.0000,	0.0000,	0.0438,	0.0000,	0.0000
5.5000,	10.500000,	0.234565,	0.0000,	0.0000,	0.0427,	0.0000,	0.0000
5.5000,	10.750000,	0.228232,	0.0000,	0.0000,	0.0415,	0.0000,	0.0000
5.5000,	11.000000,	0.221795,	0.0000,	0.0000,	0.0404,	0.0000,	0.0000
5.5000,	11.250000,	0.215256,	0.0000,	0.0000,	0.0392,	0.0000,	0.0000
5.5000,	11.500000,	0.208615,	0.0000,	0.0000,	0.0380,	0.0000,	0.0000
5.5000,	11.750000,	0.201872,	0.0000,	0.0000,	0.0367,	0.0000,	0.0000
5.5000,	12.000000,	0.195030,	0.0000,	0.0000,	0.0355,	0.0000,	0.0000
5.5000,	12.250000,	0.188087,	0.0000,	0.0000,	0.0342,	0.0000,	0.0000
5.5000,	12.500000,	0.181046,	0.0000,	0.0000,	0.0329,	0.0000,	0.0000
5.5000,	12.750000,	0.173906,	0.0000,	0.0000,	0.0316,	0.0000,	0.0000
5.5000,	13.000000,	0.166670,	0.0000,	0.0000,	0.0303,	0.0000,	0.0000
5.5000,	13.250000,	0.159339,	0.0000,	0.0000,	0.0290,	0.0000,	0.0000
5.5000,	13.500000,	0.151913,	0.0000,	0.0000,	0.0276,	0.0000,	0.0000
5.5000,	13.750000,	0.144395,	0.0000,	0.0000,	0.0263,	0.0000,	0.0000
5.5000,	14.000000,	0.136786,	0.0000,	0.0000,	0.0249,	0.0000,	0.0000
5.5000,	14.250000,	0.129087,	0.0000,	0.0000,	0.0235,	0.0000,	0.0000
5.5000,	14.500000,	0.121300,	0.0000,	0.0000,	0.0221,	0.0000,	0.0000
5.5000,	14.750000,	0.113429,	0.0000,	0.0000,	0.0206,	0.0000,	0.0000
5.5000,	15.000000,	0.105474,	0.0000,	0.0000,	0.0192,	0.0000,	0.0000
5.5000,	15.250000,	0.097439,	0.0000,	0.0000,	0.0177,	0.0000,	0.0000
5.5000,	15.500000,	0.089326,	0.0000,	0.0000,	0.0163,	0.0000,	0.0000
5.5000,	15.750000,	0.081138,	0.0000,	0.0000,	0.0148,	0.0000,	0.0000
5.5000,	16.000000,	0.072880,	0.0000,	0.0000,	0.0133,	0.0000,	0.0000
5.5000,	16.250000,	0.064555,	0.0000,	0.0000,	0.0117,	0.0000,	0.0000
5.5000,	16.500000,	0.056167,	0.0000,	0.0000,	0.0102,	0.0000,	0.0000
5.5000,	16.750000,	0.047720,	0.0000,	0.0000,	0.0087,	0.0000,	0.0000
5.5000,	17.000000,	0.039218,	0.0000,	0.0000,	0.0071,	0.0000,	0.0000
5.5000,	17.250000,	0.030666,	0.0000,	0.0000,	0.0056,	0.0000,	0.0000
5.5000,	17.500000,	0.022067,	0.0000,	0.0000,	0.0040,	0.0000,	0.0000
5.5000,	17.750000,	0.013427,	0.0000,	0.0000,	0.0024,	0.0000,	0.0000
5.5000,	18.000000,	0.004751,	0.0000,	0.0000,	0.0009,	0.0000,	0.0000
5.5000,	18.250000,	-0.003958,	0.0000,	0.0000,	-0.0007,	0.0000,	0.0000
5.5000,	18.500000,	-0.012693,	0.0000,	0.0000,	-0.0023,	0.0000,	0.0000
5.5000,	18.750000,	-0.021451,	0.0000,	0.0000,	-0.0039,	0.0000,	0.0000
5.5000,	19.000000,	-0.030227,	0.0000,	0.0000,	-0.0055,	0.0000,	0.0000
5.5000,	19.250000,	-0.039014,	0.0000,	0.0000,	-0.0071,	0.0000,	0.0000
5.5000,	19.500000,	-0.047809,	0.0000,	0.0000,	-0.0087,	0.0000,	0.0000
5.5000,	19.750000,	-0.056605,	0.0000,	0.0000,	-0.0103,	0.0000,	0.0000
5.5000,	20.000000,	-0.065399,	0.0000,	0.0000,	-0.0119,	0.0000,	0.0000
5.5000,	20.250000,	-0.074185,	0.0000,	0.0000,	-0.0135,	0.0000,	0.0000
5.5000,	20.500000,	-0.082957,	0.0000,	0.0000,	-0.0151,	0.0000,	0.0000
5.5000,	20.750000,	-0.091712,	0.0000,	0.0000,	-0.0167,	0.0000,	0.0000
5.5000,	21.000000,	-0.100444,	0.0000,	0.0000,	-0.0183,	0.0000,	0.0000
5.5000,	21.250000,	-0.109148,	0.0000,	0.0000,	-0.0199,	0.0000,	0.0000
5.5000,	21.500000,	-0.117819,	0.0000,	0.0000,	-0.0214,	0.0000,	0.0000
5.5000,	21.750000,	-0.126454,	0.0000,	0.0000,	-0.0230,	0.0000,	0.0000
5.5000,	22.000000,	-0.135046,	0.0000,	0.0000,	-0.0246,	0.0000,	0.0000
5.5000,	22.250000,	-0.143593,	0.0000,	0.0000,	-0.0261,	0.0000,	0.0000
5.5000,	22.500000,	-0.152090,	0.0000,	0.0000,	-0.0277,	0.0000,	0.0000
5.5000,	22.750000,	-0.160534,	0.0000,	0.0000,	-0.0292,	0.0000,	0.0000
5.5000,	23.000000,	-0.168921,	0.0000,	0.0000,	-0.0307,	0.0000,	0.0000
5.5000,	23.250000,	-0.177248,	0.0000,	0.0000,	-0.0323,	0.0000,	0.0000
5.5000,	23.500000,	-0.185511,	0.0000,	0.0000,	-0.0338,	0.0000,	0.0000
5.5000,	23.750000,	-0.193707,	0.0000,	0.0000,	-0.0353,	0.0000,	0.0000
5.5000,	24.000000,	-0.201833,	0.0000,	0.0000,	-0.0367,	0.0000,	0.0000
5.5000,	24.250000,	-0.209886,	0.0000,	0.0000,	-0.0382,	0.0000,	0.0000
5.5000,	24.500000,	-0.217862,	0.0000,	0.0000,	-0.0396,	0.0000,	0.0000
5.5000,	24.750000,	-0.225759,	0.0000,	0.0000,	-0.0411,	0.0000,	0.0000
5.7500,	-1.000000,	0.412622,	0.0000,	0.0000,	0.0718,	0.0000,	0.0000
5.7500,	-0.750000,	0.412449,	0.0000,	0.0000,	0.0718,	0.0000,	0.0000
5.7500,	-0.500000,	0.412057,	0.0000,	0.0000,	0.0717,	0.0000,	0.0000
5.7500,	-0.250000,	0.411452,	0.0000,	0.0000,	0.0716,	0.0000,	0.0000
5.7500,	0.000000,	0.410637,	0.0000,	0.0000,	0.0715,	0.0000,	0.0000
5.7500,	0.250000,	0.409617,	0.0000,	0.0000,	0.0713,	0.0000,	0.0000
5.7500,	0.500000,	0.408396,	0.0000,	0.0000,	0.0711,	0.0000,	0.0000
5.7500,	0.750000,	0.406979,	0.0000,	0.0000,	0.0708,	0.0000,	0.0000
5.7500,	1.000000,	0.405369,	0.0000,	0.0000,	0.0706,	0.0000,	0.0000
5.7500,	1.250000,	0.403569,	0.0000,	0.0000,	0.0703,	0.0000,	0.0000
5.7500,	1.500000,	0.401583,	0.0000,	0.0000,	0.0699,	0.0000,	0.0000
5.7500,	1.750000,	0.399416,	0.0000,	0.0000,	0.0695,	0.0000,	0.0000
5.7500,	2.000000,	0.397071,	0.0000,	0.0000,	0.0691,	0.0000,	0.0000
5.7500,	2.250000,	0.394552,	0.0000,	0.0000,	0.0687,	0.0000,	0.0000
5.7500,	2.500000,	0.391864,	0.0000,	0.0000,	0.0682,	0.0000,	0.0000
5.7500,	2.750000,	0.389011,	0.0000,	0.0000,	0.0677,	0.0000,	0.0000
5.7500,	3.000000,	0.385996,	0.0000,	0.0000,	0.0672,	0.0000,	0.0000
5.7500,	3.250000,	0.382821,	0.0000,	0.0000,	0.0666,	0.0000,	0.0000
5.7500,	3.500000,	0.379492,	0.0000,	0.0000,	0.0661,	0.0000,	0.0000
5.7500,	3.750000,	0.376010,	0.0000,	0.0000,	0.0655,	0.0000,	0.0000
5.7500,	4.000000,	0.372380,	0.0000,	0.0000,	0.0648,	0.0000,	0.0000
5.7500,	4.250000,	0.368605,	0.0000,	0.0000,	0.0642,	0.0000,	0.0000
5.7500,	4.500000,	0.364689,	0.0000,	0.0000,	0.0635,	0.0000,	0.0000
5.7500,	4.750000,	0.360633,	0.0000,	0.0000,	0.0628,	0.0000,	0.0000
5.7500,	5.000000,	0.356441,	0.0000,	0.0000,	0.0620,	0.0000,	0.0000
5.7500,	5.250000,	0.352115,	0.0000,	0.0000,	0.0613,	0.0000,	0.0000
5.7500,	5.500000,	0.347656,	0.0000,	0.0000,	0.0605,	0.0000,	0.0000
5.7500,	5.750000,	0.343067,	0.0000,	0.0000,	0.0597,	0.0000,	0.0000
5.7500,	6.000000,	0.338348,	0.0000,	0.0000,	0.0589,	0.0000,	0.0000
5.7500,	6.250000,	0.333500,	0.0000,	0.0000,	0.0581,	0.0000,	0.0000
5.7500,	6.500000,	0.328523,	0.0000,	0.0000,	0.0572,	0.0000,	0.0000
5.7500,	6.750000,	0.323419,	0.0000,	0.0000,	0.0563,	0.0000,	0.0000
5.7500,	7.000000,	0.318188,	0.0000,	0.0000,	0.0554,	0.0000,	0.0000
5.7500,	7.250000,	0.312831,	0.0000,	0.0000,	0.0545,	0.0000,	0.0000
5.7500,	7.500000,	0.307349,	0.0000,	0.0000,	0.0535,	0.0000,	0.0000
5.7500,	7.750000,	0.301744,	0.0000,	0.0000,	0.0525,	0.0000,	0.0000
5.7500,	8.000000,	0.296014,	0.0000,	0.0000,	0.0515,	0.0000,	0.0000
5.7500,	8.250000,	0.290163,	0.0000,	0.0000,	0.0505,	0.0000,	0.0000
5.7500,	8.500000,	0.284189,	0.0000,	0.0000,	0.0495,	0.0000,	0.0000
5.7500,	8.750000,	0.278095,	0.0000,	0.0000,	0.0484,	0.0000,	0.0000
5.7500,	9.000000,	0.271881,	0.0000,	0.0000,	0.0473,	0.0000,	0.0000
5.7500,	9.250000,	0.265548,	0.0000,	0.0000,	0.0462,	0.0000,	0.0000
5.7500,	9.500000,	0.259096,	0.0000,	0.0000,	0.0451,	0.0000,	0.0000
5.7500,	9.750000,	0.252528,	0.0000,	0.0000,	0.0440,	0.0000,	0.0000
5.7500,	10.000000,	0.245843,	0.0000,	0.0000,	0.0428,	0.0000,	0.0000
5.7500,	10.250000,	0.239042,	0.0000,	0.0000,	0.0416,	0.0000,	0.0000
5.7500,	10.500000,	0.232126,	0.0000,	0.0000,	0.0404,	0.0000,	0.0000
5.7500,	10.750000,	0.225096,	0.0000,	0.0000,	0.0392,	0.0000,	0.0000
5.7500,	11.000000,	0.217952,	0.0000,	0.0000,	0.0379,	0.0000,	0.0000
5.7500,	11.250000,	0.210696,	0.0000,	0.0000,	0.0367,	0.0000,	0.0000
5.7500,	11.500000,	0.203329,	0.0000,	0.0000,	0.0354,	0.0000,	0.0000
5.7500,	11.750000,	0.195850,	0.0000,	0.0000,	0.0341,	0.0000,	0.0000
5.7500,	12.000000,	0.188262,	0.0000,	0.0000,	0.0328,	0.0000,	0.0000
5.7500,	12.250000,	0.180565,	0.0000,	0.0000,	0.0314,	0.0000,	0.0000
5.7500,	12.500000,	0.172760,	0.0000,	0.0000,	0.0301,	0.0000,	0.0000
5.7500,	12.750000,	0.164848,	0.0000,	0.0000,	0.0287,	0.0000,	0.0000
5.7500,	13.000000,	0.156832,	0.0000,	0.0000,	0.0273,	0.0000,	0.0000
5.7500,	13.250000,	0.148713,	0.0000,	0.0000,	0.0259,	0.0000,	0.0000
5.7500,	13.500000,	0.140491,	0.0000,	0.0000,	0.0245,	0.0000,	0.0000
5.7500,	13.750000,	0.132170,	0.0000,	0.0000,	0.0230,	0.0000,	0.0000
5.7500,	14.000000,	0.123751,	0.0000,	0.0000,	0.0215,	0.0000,	0.0000
5.7500,	14.250000,	0.115236,	0.0000,	0.0000,	0.0201,	0.0000,	0.0000
5.7500,	14.500000,	0.106628,	0.0000,	0.0000,	0.0186,	0.0000,	0.0000
5.7500,	14.750000,	0.097930,	0.0000,	0.0000,	0.0170,	0.0000,	0.0000
5.7500,	15.000000,	0.089145,	0.0000,	0.0000,	0.0155,	0.0000,	0.0000
5.7500,	15.250000,	0.080276,	0.0000,	0.0000,	0.0140,	0.0000,	0.0000
5.7500,	15.500000,	0.071328,	0.0000,	0.0000,	0.0124,	0.0000,	0.0000
5.7500,	15.750000,	0.062303,	0.0000,	0.0000,	0.0108,	0.0000,	0.0000
5.7500,	16.000000,	0.053208,	0.0000,	0.0000,	0.0093,	0.0000,	0.0000
5.7500,	16.250000,	0.044045,	0.0000,	0.0000,	0.0077,	0.0000,	0.0000
5.7500,	16.500000,	0.034820,	0.0000,	0.0000,	0.0061,	0.0000,	0.0000
5.7500,	16.750000,	0.025537,	0.0000,	0.0000,	0.0044,	0.0000,	0.0000
5.7500,	17.000000,	0.016201,	0.0000,	0.0000,	0.0028,	0.0000,	0.0000
5.7500,	17.250000,	0.006816,	0.0000,	0.0000,	0.0012,	0.0000,	0.0000
5.7500,	17.500000,	-0.002613,	0.0000,	0.0000,	-0.0005,	0.0000,	0.0000
5.7500,	17.750000,	-0.012080,	0.0000,	0.0000,	-0.0021,	0.0000,	0.0000
5.7500,	18.000000,	-0.021580,	0.0000,	0.0000,	-0.0038,	0.0000,	0.0000
5.7500,	18.250000,	-0.031108,	0.0000,	0.0000,	-0.0054,	0.0000,	0.0000
5.7500,	18.500000,	-0.040659,	0.0000,	0.0000,	-0.0071,	0.0000,	0.0000
5.7500,	18.750000,	-0.050227,	0.0000,	0.0000,	-0.0087,	0.0000,	0.0000
5.7500,	19.000000,	-0.059807,	0.0000,	0.0000,	-0.0104,	0.0000,	0.0000
5.7500,	19.250000,	-0.069392,	0.0000,	0.0000,	-0.0121,	0.0000,	0.0000
5.7500,	19.500000,	-0.078976,	0.0000,	0.0000,	-0.0137,	0.0000,	0.0000
5.7500,	19.750000,	-0.088556,	0.0000,	0.0000,	-0.0154,	0.0000,	0.0000
5.7500,	20.000000,	-0.098124,	0.0000,	0.0000,	-0.0171,	0.0000,	0.0000
5.7500,	20.250000,	-0.107675,	0.0000,	0.0000,	-0.0187,	0.0000,	0.0000
5.7500,	20.500000,	-0.117204,	0.0000,	0.0000,	-0.0204,	0.0000,	0.0000
5.7500,	20.750000,	-0.126705,	0.0000,	0.0000,	-0.0221,	0.0000,	0.0000
5.7500,	21.000000,	-0.136174,	0.0000,	0.0000,	-0.0237,	0.0000,	0.0000
5.7500,	21.250000,	-0.145604,	0.0000,	0.0000,	-0.0253,	0.0000,	0.0000
5.7500,	21.500000,	-0.154991,	0.0000,	0.0000,	-0.0270,	0.0000,	0.0000
5.7500,	21.750000,	-0.164330,	0.0000,	0.0000,	-0.0286,	0.0000,	0.0000
5.7500,	22.000000,	-0.173616,	0.0000,	0.0000,	-0.0302,	0.0000,	0.0000
5.7500,	22.250000,	-0.182847,	0.0000,	0.0000,	-0.0318,	0.0000,	0.0000
5.7500,	22.500000,	-0.192017,	0.0000,	0.0000,	-0.0334,	0.0000,	0.0000
5.7500,	22.750000,	-0.201122,	0.0000,	0.0000,	-0.0350,	0.0000,	0.0000
5.7500,	23.000000,	-0.210160,	0.0000,	0.0000,	-0.0366,	0.0000,	0.0000
5.7500,	23.250000,	-0.219126,	0.0000,	0.0000,	-0.0381,	0.0000,	0.0000
5.7500,	23.500000,	-0.228016,	0.0000,	0.0000,	-0.0397,	0.0000,	0.0000
5.7500,	23.750000,	-0.236827,	0.0000,	0.0000,	-0.0412,	0.0000,	0.0000
5.7500,	24.000000,	-0.245554,	0.0000,	0.0000,	-0.0427,	0.0000,	0.0000
5.7500,	24.250000,	-0.254195,	0.0000,	0.0000,	-0.0442,	0.0000,	0.0000
5.7500,	24.500000,	-0.262745,	0.0000,	0.0000,	-0.0457,	0.0000,	0.0000
5.7500,	24.750000,	-0.271201,	0.0000,	0.0000,	-0.0472,	0.0000,	0.0000
6.0000,	-1.000000,	0.428567,	0.0000,	0.0000,	0.0715,	0.0000,	0.0000
6.0000,	-0.750000,	0.428210,	0.0000,	0.0000,	0.0714,	0.0000,	0.0000
6.0000,	-0.500000,	0.427626,	0.0000,	0.0000,	0.0713,	0.0000,	0.0000
6.0000,	-0.250000,	0.426819,	0.0000,	0.0000,	0.0712,	0.0000,	0.0000
6.0000,	0.000000,	0.425794,	0.0000,	0.0000,	0.0710,	0.0000,	0.0000
6.0000,	0.250000,	0.424553,	0.0000,	0.0000,	0.0708,	0.0000,	0.0000
6.0000,	0.500000,	0.423102,	0.0000,	0.0000,	0.0706,	0.0000,	0.0000
6.0000,	0.750000,	0.421443,	0.0000,	0.0000,	0.0703,	0.0000,	0.0000
6.0000,	1.000000,	0.419581,	0.0000,	0.0000,	0.0700,	0.0000,	0.0000
6.0000,	1.250000,	0.417521,	0.0000,	0.0000,	0.0697,	0.0000,	0.0000
6.0000,	1.500000,	0.415264,	0.0000,	0.0000,	0.0693,	0.0000,	0.0000
6.0000,	1.750000,	0.412816,	0.0000,	0.0000,	0.0689,	0.0000,	0.0000
6.0000,	2.000000,	0.410179,	0.0000,	0.0000,	0.0684,	0.0000,	0.0000
6.0000,	2.250000,	0.407359,	0.0000,	0.0000,	0.0680,	0.0000,	0.0000
6.0000,	2.500000,	0.404358,	0.0000,	0.0000,	0.0675,	0.0000,	0.0000
6.0000,	2.750000,	0.401181,	0.0000,	0.0000,	0.0669,	0.0000,	0.0000
6.0000,	3.000000,	0.397833,	0.0000,	0.0000,	0.0664,	0.0000,	0.0000
6.0000,	3.250000,	0.394316,	0.0000,	0.0000,	0.0658,	0.0000,	0.0000
6.0000,	3.500000,	0.390633,	0.0000,	0.0000,	0.0652,	0.0000,	0.0000
6.0000,	3.750000,	0.386788,	0.0000,	0.0000,	0.0645,	0.0000,	0.0000
6.0000,	4.000000,	0.382785,	0.0000,	0.0000,	0.0639,	0.0000,	0.0000
6.0000,	4.250000,	0.378625,	0.0000,	0.0000,	0.0632,	0.0000,	0.0000
6.0000,	4.500000,	0.374311,	0.0000,	0.0000,	0.0624,	0.0000,	0.0000
6.0000,	4.750000,	0.369846,	0.0000,	0.0000,	0.0617,	0.0000,	0.0000
6.0000,	5.000000,	0.365231,	0.0000,	0.0000,	0.0609,	0.0000,	0.0000
6.0000,	5.250000,	0.360469,	0.0000,	0.0000,	0.0601,	0.0000,	0.0000
6.0000,	5.500000,	0.355559,	0.0000,	0.0000,	0.0593,	0.0000,	0.0000
6.0000,	5.750000,	0.350505,	0.0000,	0.0000,	0.0585,	0.0000,	0.0000
6.0000,	6.000000,	0.345306,	0.0000,	0.0000,	0.0576,	0.0000,	0.0000
6.0000,	6.250000,	0.339964,	0.0000,	0.0000,	0.0567,	0.0000,	0.0000
6.0000,	6.500000,	0.334480,	0.0000,	0.0000,	0.0558,	0.0000,	0.0000
6.0000,	6.750000,	0.328854,	0.0000,	0.0000,	0.0549,	0.0000,	0.0000
6.0000,	7.000000,	0.323089,	0.0000,	0.0000,	0.0539,	0.0000,	0.0000
6.0000,	7.250000,	0.317185,	0.0000,	0.0000,	0.0529,	0.0000,	0.0000
6.0000,	7.500000,	0.311143,	0.0000,	0.0000,	0.0519,	0.0000,	0.0000
6.0000,	7.750000,	0.304964,	0.0000,	0.0000,	0.0509,	0.0000,	0.0000
6.0000,	8.000000,	0.298649,	0.0000,	0.0000,	0.0498,	0.0000,	0.0000
6.0000,	8.250000,	0.292199,	0.0000,	0.0000,	0.0487,	0.0000,	0.0000
6.0000,	8.500000,	0.285616,	0.0000,	0.0000,	0.0476,	0.0000,	0.0000
6.0000,	8.750000,	0.278900,	0.0000,	0.0000,	0.0465,	0.0000,	0.0000
6.0000,	9.000000,	0.272051,	0.0000,	0.0000,	0.0454,	0.0000,	0.0000
6.0000,	9.250000,	0.265072,	0.0000,	0.0000,	0.0442,	0.0000,	0.0000
6.0000,	9.500000,	0.257963,	0.0000,	0.0000,	0.0430,	0.0000,	0.0000
6.0000,	9.750000,	0.250724,	0.0000,	0.0000,	0.0418,	0.0000,	0.0000
6.0000,	10.000000,	0.243358,	0.0000,	0.0000,	0.0406,	0.0000,	0.0000
6.0000,	10.250000,	0.235864,	0.0000,	0.0000,	0.0393,	0.0000,	0.0000
6.0000,	10.500000,	0.228244,	0.0000,	0.0000,	0.0381,	0.0000,	0.0000
6.0000,	10.750000,	0.220498,	0.0000,	0.0000,	0.0368,	0.0000,	0.0000
6.0000,	11.000000,	0.212628,	0.0000,	0.0000,	0.0355,	0.0000,	0.0000
6.0000,	11.250000,	0.204634,	0.0000,	0.0000,	0.0341,	0.0000,	0.0000
6.0000,	11.500000,	0.196517,	0.0000,	0.0000,	0.0328,	0.0000,	0.0000
6.0000,	11.750000,	0.188279,	0.0000,	0.0000,	0.0314,	0.0000,	0.0000
6.0000,	12.000000,	0.179920,	0.0000,	0.0000,	0.0300,	0.0000,	0.0000
6.0000,	12.250000,	0.171443,	0.0000,	0.0000,	0.0286,	0.0000,	0.0000
6.0000,	12.500000,	0.162847,	0.0000,	0.0000,	0.0272,	0.0000,	0.0000
6.0000,	12.750000,	0.154136,	0.0000,	0.0000,	0.0257,	0.0000,	0.0000
6.0000,	13.000000,	0.145311,	0.0000,	0.0000,	0.0242,	0.0000,	0.0000
6.0000,	13.250000,	0.136373,	0.0000,	0.0000,	0.0228,	0.0000,	0.0000
6.0000,	13.500000,	0.127326,	0.0000,	0.0000,	0.0212,	0.0000,	0.0000
6.0000,	13.750000,	0.118170,	0.0000,	0.0000,	0.0197,	0.0000,	0.0000
6.0000,	14.000000,	0.108909,	0.0000,	0.0000,	0.0182,	0.0000,	0.0000
6.0000,	14.250000,	0.099546,	0.0000,	0.0000,	0.0166,	0.0000,	0.0000
6.0000,	14.500000,	0.090085,	0.0000,	0.0000,	0.0150,	0.0000,	0.0000
6.0000,	14.750000,	0.080528,	0.0000,	0.0000,	0.0134,	0.0000,	0.0000
6.0000,	15.000000,	0.070881,	0.0000,	0.0000,	0.0118,	0.0000,	0.0000
6.0000,	15.250000,	0.061148,	0.0000,	0.0000,	0.0102,	0.0000,	0.0000
6.0000,	15.500000,	0.051332,	0.0000,	0.0000,	0.0086,	0.0000,	0.0000
6.0000,	15.750000,	0.041439,	0.0000,	0.0000,	0.0069,	0.0000,	0.0000
6.0000,	16.000000,	0.031474,	0.0000,	0.0000,	0.0053,	0.0000,	0.0000
6.0000,	16.250000,	0.021440,	0.0000,	0.0000,	0.0036,	0.0000,	0.0000
6.0000,	16.500000,	0.011343,	0.0000,	0.0000,	0.0019,	0.0000,	0.0000
6.0000,	16.750000,	0.001187,	0.0000,	0.0000,	0.0002,	0.0000,	0.0000
6.0000,	17.000000,	-0.009021,	0.0000,	0.0000,	-0.0015,	0.0000,	0.0000
6.0000,	17.250000,	-0.019276,	0.0000,	0.0000,	-0.0032,	0.0000,	0.0000
6.0000,	17.500000,	-0.029573,	0.0000,	0.0000,	-0.0049,	0.0000,	0.0000
6.0000,	17.750000,	-0.039906,	0.0000,	0.0000,	-0.0067,	0.0000,	0.0000
6.0000,	18.000000,	-0.050268,	0.0000,	0.0000,	-0.0084,	0.0000,	0.0000
6.0000,	18.250000,	-0.060655,	0.0000,	0.0000,	-0.0101,	0.0000,	0.0000
6.0000,	18.500000,	-0.071058,	0.0000,	0.0000,	-0.0119,	0.0000,	0.0000
6.0000,	18.750000,	-0.081473,	0.0000,	0.0000,	-0.0136,	0.0000,	0.0000
